artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Machel Montano,Mr. Fete,0.942,0.94,10,-4.698,1,0.101,0.342,0,0.114,0.928,131.061,231050,4
Fimba,Funky Business,0.866,0.807,0,-5.361,1,0.0519,0.00839,0,0.112,0.88,126.04,173427,4
Fadda Fox,Ducking,0.445,0.932,11,-5.069,1,0.0982,0.166,0.000934,0.0754,0.925,187.068,233563,3
Bunji Garlin,Big Bad Soca,0.868,0.834,1,-4.965,1,0.0944,0.0447,0,0.0436,0.955,119.973,160965,4
Pternsky,Enjoy Yourself,0.78,0.867,0,-3.0,0,0.218,0.199,0,0.0674,0.812,105.034,219429,4
Skinny Fabulous,Bad Man,0.85,0.923,7,-5.195,1,0.0937,0.218,0,0.164,0.915,117.991,229958,4
Ultimate Rejects,Lightning Flash,0.7,0.948,0,-1.455,1,0.0454,0.0504,0,0.251,0.447,133.012,203910,4
Subance,Back Bend (Remix),0.961,0.903,1,-6.548,1,0.275,0.00577,0.0145,0.0337,0.914,130.001,185538,4
Popcaan,Wine For Me,0.759,0.591,1,-6.921,1,0.313,0.0522,2.52e-05,0.0949,0.524,99.977,189543,4
Machel Montano,Brace Up,0.967,0.865,6,-4.395,1,0.213,0.0883,0,0.0607,0.891,118.004,183136,4
Konshens,Bruk Off Yuh Back,0.816,0.875,7,-2.499,1,0.184,0.187,0,0.0346,0.952,100.967,173465,4
Azaryah,Call Me,0.638,0.717,7,-8.652,0,0.254,0.248,0,0.111,0.549,106.951,201869,4
Calypso Rose,Wah Fu Dance (feat. Angelique Kidjo),0.732,0.802,7,-8.191,1,0.0318,0.405,0,0.24,0.963,105.008,249000,4
Erphaan Alves,No Habla,0.845,0.674,8,-6.205,1,0.0767,0.314,0.000167,0.0736,0.748,119.996,214034,4
Nailah Blackman,Birthday Song,0.82,0.93,6,-0.727,1,0.06,0.371,1.57e-05,0.0936,0.734,105.01,225143,4
Alkaline,Fine Whine,0.757,0.878,4,-4.798,1,0.154,0.685,0,0.5,0.819,104.742,176007,4
Jonny Blaze,Show Off,0.614,0.795,9,-4.075,0,0.203,0.0107,9e-05,0.297,0.61,106.978,240065,4
Preedy,New Me,0.579,0.712,0,-6.155,1,0.296,0.042,0,0.228,0.506,200.154,175200,4
Nailah Blackman,Dangerous Boy (Remix),0.683,0.849,7,-5.094,1,0.0834,0.0274,1.21e-06,0.139,0.611,169.906,217412,4
Lil Natty,Get in Your Section,0.522,0.909,9,-5.372,0,0.187,0.4,0,0.32,0.63,159.893,313500,4
Lil Natty,Tomorrow,0.724,0.827,8,-4.592,1,0.271,0.0607,0,0.228,0.734,125.126,210599,4
Blaxx,Gyal Owner,0.671,0.878,1,-4.735,0,0.0413,0.213,0.00106,0.0926,0.967,128.904,203757,4
Teddyson John,Vent,0.812,0.766,9,-5.485,1,0.058,0.00552,0,0.0468,0.714,104.975,225250,4
Ultimate Rejects,Zukay,0.714,0.873,5,-4.85,0,0.0367,0.00091,0.0348,0.118,0.231,114.029,201579,4
Marzville,Sweetness,0.719,0.923,11,-3.436,1,0.0474,0.0121,1.51e-06,0.0598,0.83,107.998,227291,4
LFS Music,Issa Blessing,0.805,0.937,5,-5.069,1,0.121,0.0158,0,0.0607,0.927,129.487,219623,4
Farmer Nappy,Hookin' Meh,0.845,0.96,1,-3.664,0,0.0721,0.151,0,0.284,0.938,106.005,185843,4
Nadia Batson,So Long,0.859,0.93,6,-3.793,1,0.103,0.155,1.05e-06,0.117,0.962,105.964,183491,4
Travis World,Boom,0.687,0.627,7,-6.027,1,0.309,0.0662,6.05e-06,0.239,0.429,109.989,183818,4
Erphaan Alves,Blaze in Love,0.84,0.763,6,-4.853,1,0.138,0.118,0,0.121,0.616,111.999,223028,4
Shal Marshall,Party We Love,0.911,0.96,8,-3.375,1,0.176,0.103,0,0.316,0.881,107.985,216142,4
Motto,Pick Your Position - ASAP Riddim,0.781,0.936,1,-2.147,1,0.152,0.154,0,0.192,0.519,150.091,153652,4
Precision Productions,Day Time Party,0.553,0.852,1,-3.022,1,0.222,0.0843,0,0.078,0.767,100.022,215102,4
Travis World,Work,0.879,0.719,10,-5.686,0,0.0656,0.0156,0.00593,0.0787,0.352,109.988,176727,4
Rupee,Perfect Fit,0.731,0.851,4,-5.279,1,0.0571,0.0129,6.05e-05,0.0582,0.622,105.98,219198,4
Kes,Hello (JOTT Remix),0.688,0.888,6,-3.994,1,0.0424,0.00201,0.00268,0.134,0.867,104.977,219429,4
Precision Productions,Into You,0.883,0.841,1,-2.802,1,0.158,0.176,0,0.125,0.655,99.978,198168,4
Sekon Sta,My Side,0.763,0.897,4,-3.82,1,0.199,0.0703,4.3e-06,0.207,0.826,105.972,203774,4
Chromatics,All in D Road,0.784,0.815,10,-5.291,0,0.0618,0.0416,0,0.0795,0.577,100.049,218397,4
Ultimate Rejects,Talk,0.751,0.77,6,-3.542,1,0.0404,0.0167,0,0.062,0.419,105.998,230943,4
Small Circle,Egg Plant (Remix),0.69,0.821,8,-4.949,1,0.0666,0.194,3.7e-06,0.132,0.744,158.086,210913,4
Precision Productions,Whole Heart,0.6,0.845,1,-2.937,1,0.157,0.24,2.54e-05,0.169,0.69,125.509,197389,5
Demarco,Shaku Wine,0.735,0.801,2,-6.212,1,0.11,0.0939,0,0.233,0.723,99.954,185156,4
Rome,Apoo,0.757,0.642,11,-8.126,1,0.13,0.121,2.07e-06,0.155,0.74,130.023,182806,4
Shurwayne Winchester,Whole Day,0.362,0.939,0,-4.61,1,0.223,0.036,0,0.0821,0.93,202.618,274103,3
LFS Music,Start It,0.61,0.912,11,-4.236,0,0.205,0.158,0,0.1,0.765,100.093,191241,4
Lyrikal,Passin' tru,0.866,0.882,9,-4.921,1,0.0481,0.0611,0.000408,0.0789,0.968,124.978,189073,4
LFS Music,Doh Bother We,0.786,0.944,11,-3.705,1,0.113,0.121,0,0.0802,0.315,128.061,200091,4
Nailah Blackman,We Ready (Champion Gyal),0.829,0.914,1,-1.586,0,0.147,0.123,0,0.201,0.72,115.023,202435,4
Patrice Roberts,This Is De Place,0.779,0.854,0,-4.113,1,0.0474,0.217,0,0.0652,0.963,115.963,200720,4
Orlando Octave,Beauty,0.822,0.782,8,-6.768,1,0.271,0.241,0,0.0657,0.885,135.033,238222,4
Mx Prime,Seek And Find,0.911,0.807,6,-6.695,1,0.136,0.431,0,0.0498,0.936,117.951,185760,4
Machel Montano,Jammin,0.575,0.837,0,-3.412,1,0.246,0.145,0,0.0467,0.707,102.971,192017,4
Erphaan Alves,Compromise,0.847,0.821,7,-5.439,1,0.0701,0.0454,5.5e-06,0.0611,0.78,107.98,184598,4
Machel Montano,Come For It,0.805,0.913,4,-3.469,1,0.241,0.0395,0,0.183,0.794,138.074,201446,4
Destra,Doh Study People,0.816,0.93,4,-3.172,1,0.119,0.00795,0,0.0613,0.856,124.741,163320,4
Problem Child,Good Up Good Up (Sort Out),0.769,0.909,7,-3.966,1,0.0617,0.0883,1.56e-05,0.1,0.51,108.002,214346,4
Machel Montano,Soca Kingdom,0.631,0.795,1,-10.14,1,0.181,0.121,0,0.0931,0.46,160.019,202247,4
Super Blue,Rag Storm,0.575,0.906,2,-3.716,1,0.273,0.0143,0,0.0665,0.787,76.475,199948,4
DJ Antoine,Party Time - DJ Antoine & Mad Mark 2k19 Mix,0.832,0.927,1,-4.797,1,0.124,0.0482,2.95e-06,0.0917,0.792,124.999,233397,4
Tony Matterhorn,Dutty Wine,0.577,0.861,10,-6.176,0,0.415,0.0317,0,0.321,0.879,119.205,187507,4
Olatunji,Oh Yay (Remix),0.74,0.788,6,-5.307,1,0.0605,0.0279,0.000764,0.0703,0.934,127.995,211875,4
Motto,Shots (One for di Road),0.826,0.885,0,-3.113,1,0.126,0.162,0,0.37,0.659,110.076,137195,4
Nadia Batson,N.O.W. (No One Waiting),0.683,0.876,6,-3.277,1,0.111,0.0151,1.02e-05,0.0589,0.823,156.033,216731,4
Flava,J'ouvert Morning (millenium),0.714,0.939,1,-5.926,1,0.0487,0.0536,0.0049,0.365,0.965,123.015,270373,4
Sean Paul,Temperature,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,218573,4
Wayne Wonder,No Letting Go,0.496,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.317,100.215,202013,4
Travis World,Heavy Fetein,0.79,0.921,9,-4.935,0,0.172,0.111,0,0.0748,0.704,127.996,212812,4
Beenie Man,Dude,0.71,0.653,5,-8.305,1,0.236,0.111,0,0.11,0.943,94.007,254867,4
Kranium,Can't Believe (feat. Ty Dolla $ign & WizKid),0.725,0.764,6,-4.893,0,0.0843,0.00117,8.93e-06,0.0773,0.611,99.962,213306,4
Turner,She Bad - Remix,0.773,0.88,9,-4.631,1,0.15,0.0792,0,0.0922,0.962,104.011,206144,4
Tony Matterhorn,Dutty Wine,0.49,0.92,5,-5.12,0,0.362,0.0965,0,0.377,0.89,158.754,178347,3
Precision Productions,Look Fuh Dat,0.525,0.83,0,-4.832,1,0.262,0.235,0,0.108,0.823,87.852,209422,3
Miguel Maestre,Na Na Ey,0.842,0.85,4,-4.895,1,0.0403,0.122,0,0.121,0.947,124.002,216787,4
Kranium,Nobody Has to Know,0.792,0.682,11,-4.96,0,0.173,0.00168,0,0.169,0.666,84.983,222893,4
Alison Hinds,Roll It Gal,0.519,0.859,5,-5.046,0,0.287,0.0113,3.46e-06,0.105,0.815,103.364,238493,4
Problem Child,Middle of Something,0.798,0.922,2,-2.023,1,0.0514,0.331,0.0438,0.0897,0.567,107.947,216608,4
Vybz Kartel,Clarks,0.631,0.802,8,-5.316,1,0.373,0.0886,0,0.103,0.772,101.872,183893,4
Popcaan,Only Man She Want,0.521,0.82,6,-6.028,1,0.293,0.367,0,0.124,0.761,135.883,205560,5
Vybz Kartel,Fever,0.891,0.62,7,-7.463,1,0.244,0.139,1.61e-05,0.0805,0.404,98.093,204500,4
Bunji Garlin,Differentology (Ready for the Road),0.728,0.559,6,-8.266,0,0.0566,0.0166,0.00809,0.291,0.323,119.962,260000,4
Notch,Nuttin Nuh Go So,0.752,0.806,1,-4.948,1,0.115,0.262,0,0.0952,0.763,97.888,243027,4
Major Lazer,"Watch Out For This (Bumaye) [feat. Busy Signal, The Flexican & FS Green]",0.828,0.755,10,-4.116,0,0.156,0.0202,9.61e-06,0.0625,0.862,108.056,269147,4
Tanto Metro & Devonte,Everyone Falls in Love,0.754,0.702,10,-8.033,0,0.0429,0.0275,0,0.0619,0.736,95.998,228360,4
Lady Saw,Heels On,0.684,0.472,5,-11.059,1,0.432,0.469,0,0.102,0.418,159.957,230342,4
Demarco,Wine Go Down Low,0.773,0.78,6,-3.539,1,0.114,0.333,0,0.152,0.858,104.978,188000,4
Farmer Nappy,Day One,0.691,0.89,1,-5.382,1,0.0481,0.0795,0,0.404,0.805,131.787,213295,4
Stylo G,Touch Down - Remix,0.603,0.707,11,-7.413,0,0.3,0.0899,1.04e-06,0.116,0.488,100.104,195146,4
Wiley,Boasty (feat. Idris Elba),0.887,0.765,2,-5.207,1,0.0669,0.00915,0.000872,0.0907,0.456,102.958,177186,4
Vybz Kartel,Come Home,0.601,0.647,11,-4.436,0,0.102,0.02,2.26e-05,0.265,0.517,126.454,200075,5
Mavado,Gyalis For Life,0.809,0.693,6,-5.957,0,0.139,0.0945,0,0.0748,0.49,100.027,178859,4
Vybz Kartel,Poco Wine,0.765,0.868,4,-3.89,0,0.0944,0.00332,0,0.372,0.656,105.014,215931,4
Vybz Kartel,Boom It Off,0.744,0.502,2,-9.603,1,0.312,0.246,1.68e-06,0.0511,0.7,120.411,210667,5
Munga Honorable,Nah Mad (Ova Nuh Gyal),0.605,0.745,10,-5.021,0,0.405,0.669,0,0.175,0.886,129.395,192052,5
Karl Wine,Bam Digi Bam,0.886,0.8,10,-6.602,0,0.0931,0.0654,0,0.159,0.792,101.037,182970,4
JR Kenna,Bubble It,0.89,0.611,11,-5.64,1,0.353,0.193,0,0.0705,0.683,100.067,173093,4
Chip,My Girl - Remix,0.71,0.829,11,-3.482,0,0.277,0.108,0,0.261,0.722,112.123,248920,4
Diesel,Big Man Thing,0.768,0.573,9,-8.007,0,0.323,0.452,0,0.0702,0.822,100.04,178101,4
Stefflon Don,Senseless - Remix,0.544,0.621,1,-4.557,1,0.139,0.122,0,0.101,0.747,101.337,173438,4
Popcaan,Silence,0.554,0.558,9,-6.741,0,0.307,0.112,0,0.112,0.424,93.843,215776,4
Kranium,Sidung,0.826,0.399,7,-8.325,1,0.0803,0.218,0,0.108,0.906,93.032,200133,4
Charly Black,Enjoy the Moment,0.706,0.95,7,-4.93,0,0.0598,0.0629,3.73e-06,0.348,0.884,121.989,195312,4
Teejay,Up Top,0.759,0.717,0,-4.918,1,0.335,0.448,0,0.116,0.591,95.252,245941,4
Kranium,Can't Believe (feat. Ty Dolla $ign & WizKid),0.725,0.764,6,-4.893,0,0.0843,0.00117,8.93e-06,0.0773,0.611,99.962,213306,4
Vybz Kartel,Wine To Di Top,0.804,0.857,7,-2.819,0,0.23,0.295,5.04e-06,0.0646,0.893,104.891,219429,4
Stylo G,Fimmi Gyal - Radio Edit,0.816,0.58,1,-8.094,0,0.104,0.00101,2.31e-05,0.0809,0.489,100.004,180750,4
Noah Powa,Keep the Same Energy,0.6,0.825,7,-5.392,0,0.339,0.0878,0,0.0933,0.381,71.493,175106,3
Vybz Kartel,Colouring This Life,0.585,0.677,4,-6.79,0,0.0731,0.12,0,0.0912,0.845,99.577,178500,4
Klassik Frescobar,Gasoline (Simple Jab Riddim),0.774,0.842,1,-7.861,1,0.048,0.444,0,0.129,0.728,149.972,230452,4
Machel Montano,Jammin,0.665,0.832,0,-3.724,1,0.215,0.209,0,0.0864,0.739,104.698,187412,4
Machel Montano,Dr. Mashup,0.855,0.782,1,-5.503,1,0.0826,0.00469,9.8e-06,0.101,0.35,132.023,215015,4
Machel Montano,Come For It,0.798,0.888,4,-4.566,1,0.237,0.0126,0,0.167,0.766,138.054,200017,4
Oritse Femi,Play Am,0.539,0.821,1,-7.135,1,0.221,0.166,0,0.0537,0.921,97.746,199040,4
Chennet D Man,Clock Wise,0.897,0.786,1,-6.013,1,0.125,0.00758,0,0.0303,0.641,108.051,167960,4
Chennet D Man,No Dutty Saltfish,0.903,0.662,1,-11.736,1,0.178,0.00902,0.0127,0.0468,0.903,125.064,188160,4
Patrice Roberts,Not One Thing,0.555,0.764,0,-4.645,1,0.227,0.254,0,0.279,0.884,106.059,192588,4
Koffee,Toast,0.906,0.638,10,-7.917,0,0.256,0.0342,1.7e-05,0.0725,0.789,99.959,191502,4
Alkaline,Juggernaut,0.774,0.781,6,-3.239,1,0.0628,0.087,0,0.638,0.714,101.04,180620,4
Erup,Click Mi Finger,0.636,0.862,6,-3.574,1,0.305,0.13,0,0.145,0.685,133.134,160987,5
DJ Spider,Wuk,0.81,0.822,1,-2.805,0,0.153,0.00459,0,0.104,0.558,107.973,181806,4
Nessa Preppy,Right Now (Jollof Rice Riddim),0.76,0.753,1,-4.058,1,0.0444,0.00232,3.4e-05,0.0924,0.6,107.995,182222,4
Marzville,Boom Boom,0.897,0.818,1,-5.199,1,0.109,0.163,0.00177,0.0572,0.491,135.079,180333,4
Kes,Radar,0.695,0.722,0,-5.849,1,0.169,0.11,0,0.0912,0.697,104.78,192017,4
Kerwin Du Bois,Right for Somebody,0.602,0.885,11,-4.659,0,0.0652,0.247,0,0.16,0.883,103.546,211857,4
Asten Isaac,Blue Soap,0.71,0.957,0,-3.511,1,0.15,0.0252,0,0.329,0.773,129.995,207806,4
DJ CHEEM,Wine & Ben,0.973,0.627,4,-7.715,0,0.268,0.000434,0.000219,0.136,0.583,111.955,124343,4
Popcaan,Family,0.686,0.612,11,-6.418,0,0.228,0.187,0,0.314,0.601,92.059,201870,4
Popcaan,Ova Dweet,0.638,0.699,1,-4.899,1,0.3,0.104,0,0.0995,0.597,102.758,221194,4
Dovey Magnum,Bawl Out,0.65,0.735,8,-3.425,1,0.264,0.0619,4.47e-06,0.0799,0.541,93.272,156498,4
Blak Ryno,She Like That,0.674,0.75,2,-4.43,1,0.37,0.151,0,0.473,0.447,126.747,188029,5
Kes,Throw Back Ting,0.742,0.895,5,-3.649,1,0.0507,0.0744,0,0.176,0.379,106.015,194859,4
Erphaan Alves,Blaze in Love,0.835,0.71,6,-6.447,1,0.165,0.113,0,0.101,0.648,112.001,223665,4
Nadia Batson,So Long,0.859,0.93,6,-3.794,1,0.103,0.155,1.05e-06,0.116,0.962,105.964,183541,4
Patrice Roberts,Like It Hot,0.804,0.85,6,-4.921,0,0.0766,0.0147,0,0.0711,0.595,107.998,182055,4
Farmer Nappy,Hookin' Meh,0.84,0.948,11,-4.739,1,0.0699,0.152,0,0.284,0.939,106.012,184284,4
Swappi,Party Start,0.559,0.937,1,-4.632,0,0.0534,0.194,0,0.0489,0.91,128.684,212519,4
Mr. Killa,Run Wid It,0.83,0.911,11,-3.169,0,0.27,0.306,0.000221,0.231,0.545,161.984,191714,4
Mr. Legz,Wining Challenge,0.754,0.847,2,-4.883,1,0.0602,0.0239,0,0.188,0.681,155.084,219207,4
BoBo,Tic It & Tac It,0.946,0.733,6,-6.085,0,0.155,0.0624,2.16e-06,0.298,0.609,112.059,124098,4
Problem Child,Good Up Good Up (Sort Out),0.773,0.909,7,-4.903,1,0.0628,0.063,1.38e-05,0.0841,0.62,108.0,216235,4
Voice,Alive and Well,0.549,0.883,9,-4.641,1,0.125,0.241,0,0.492,0.622,103.609,266018,4
Shal Marshall,Splinters,0.889,0.881,2,-1.843,1,0.0484,0.206,0.0356,0.099,0.543,107.975,216405,4
Nailah Blackman,Peppa,0.824,0.794,1,-2.896,0,0.0455,0.0121,6.91e-05,0.47,0.364,120.043,142000,4
Destra,Aur Chale (feat. Dil-E-Nadan),0.724,0.926,0,-4.541,1,0.104,0.124,0,0.0396,0.589,149.951,204057,4
Ravi B,Prescription,0.646,0.898,1,-5.964,1,0.0826,0.0361,0,0.0604,0.78,130.165,211320,4
Shal Marshall,Dip,0.723,0.879,6,-4.553,0,0.0509,0.233,0.677,0.059,0.722,146.957,122619,4
Nailah Blackman,Sweet & Loco,0.841,0.67,2,-4.298,1,0.0586,0.0631,7.23e-06,0.0692,0.733,107.919,159905,4
Gyptian,Hold You - Hold Yuh,0.69,0.621,8,-3.583,1,0.06,0.321,2.81e-05,0.0884,0.497,66.858,233253,3
Destra,Need Love,0.582,0.776,2,-5.064,1,0.238,0.0553,3.34e-05,0.186,0.611,100.022,168349,4
Iwer George,Go,0.694,0.927,2,-5.053,1,0.163,0.0593,0,0.0543,0.509,160.041,270602,4
Voice,Dear Promoter,0.65,0.914,1,-3.642,1,0.088,0.037,0,0.313,0.651,127.971,244578,4
Machel Montano,Temperature,0.877,0.91,9,-4.508,0,0.129,0.166,0,0.141,0.637,128.026,205851,4
Byron Lee & The Dragonaires,Give Me Soca,0.855,0.868,0,-5.071,1,0.043,0.00143,0.022,0.0467,0.937,115.798,209693,4
Demarco,Backaz,0.809,0.761,2,-7.026,1,0.234,0.251,0,0.061,0.749,99.785,182400,4
Freezy,Back It up (Natoxie Remix),0.909,0.66,0,-5.743,0,0.0676,0.0454,0.759,0.0931,0.145,115.004,135789,4
Kes,Soca Take Over,0.742,0.925,1,-3.63,0,0.0796,0.011,8.7e-06,0.0372,0.808,113.004,191150,4
Merchant,Rock It,0.72,0.873,7,-7.757,1,0.0561,0.0132,0.000228,0.171,0.787,112.348,360843,4
Major Lazer,Soca Storm,0.737,0.932,6,-3.022,1,0.232,0.127,0,0.323,0.734,164.981,264716,4
Preedy,Yuh Bad (No Stressing),0.893,0.93,6,-3.047,0,0.138,0.0491,0.035,0.0685,0.823,135.006,194222,4
Linky First,Jeune Femme,0.967,0.538,1,-8.999,1,0.303,0.0133,0,0.086,0.359,112.998,129724,4
Motto,One Woman,0.824,0.779,5,-3.964,1,0.14,0.0266,0,0.268,0.465,110.219,146893,4
Million Stylez,Miss Fatty,0.943,0.479,2,-6.172,1,0.289,0.0986,0,0.155,0.921,109.3,238190,3
Erphaan Alves,Overdue,0.792,0.797,0,-5.748,1,0.0412,0.0123,0.00489,0.091,0.351,110.034,177926,4
DING DONG,Fling,0.606,0.873,1,-3.245,1,0.339,0.246,0,0.342,0.61,145.968,168046,5
Wet Man Kenrick,In She Hole,0.948,0.617,8,-4.069,1,0.198,0.405,0,0.0817,0.647,102.001,135648,4
Kes,Boss Lady (Sign Me Up),0.794,0.913,0,-3.249,1,0.0466,0.0677,0,0.306,0.847,109.977,133747,4
Trinidad Madman,Married,0.751,0.842,1,-4.249,1,0.0949,0.0129,0.11,0.193,0.316,86.756,154000,3
Skinny Fabulous,Bend Yuh Back,0.798,0.78,0,-4.021,1,0.0427,0.142,0,0.125,0.61,110.086,154909,4
Wetty Beatz,Hello,0.794,0.849,11,-6.268,1,0.245,0.0804,1.9e-05,0.0536,0.877,160.037,207000,4
Erphaan Alves,House Party,0.736,0.935,8,-3.974,1,0.0563,0.269,3.32e-06,0.187,0.685,115.057,223304,4
Nadia Batson,Sugar Daddy,0.751,0.871,8,-5.23,1,0.0483,0.0388,0.0107,0.0957,0.685,119.935,181337,4
Rupee,Tempted To Touch,0.837,0.861,2,-6.195,0,0.0555,0.11,0,0.0561,0.92,105.976,214427,4
Motto,Big Ride - Jersey Club Remix,0.87,0.848,2,-6.347,1,0.0701,0.0312,2.85e-06,0.0703,0.378,135.021,131111,4
Olatunji,Drunk History,0.686,0.897,4,-3.234,1,0.123,0.046,0,0.157,0.812,107.035,162617,4
Charly Black,Ravin',0.845,0.676,8,-5.459,1,0.133,0.104,1.36e-06,0.129,0.713,104.971,198120,4
Lucenzo,Vem Dancar Kuduro,0.327,0.941,1,-3.294,1,0.353,0.0231,0,0.0636,0.707,129.738,199236,4
Reckless Gang,Insane,0.895,0.913,1,-3.879,1,0.231,0.22,0,0.0756,0.933,130.041,166243,4
Fimba,Sugar In Dey,0.626,0.911,0,-5.162,1,0.0904,0.138,0,0.219,0.798,105.97,154707,4
Nailah Blackman,Melancholy,0.826,0.886,6,-4.583,1,0.0406,0.0711,1.26e-05,0.0998,0.753,107.971,233333,4
Teejay,Turn Up,0.796,0.867,6,-2.549,1,0.0515,0.0562,2.42e-05,0.0695,0.903,102.994,170097,4
Trinidad Killa,Freedom,0.461,0.758,9,-9.069,1,0.364,0.416,2.57e-05,0.0911,0.573,186.26,225000,3
BANJELA,Till we meet up again,0.748,0.661,0,-6.685,1,0.0568,0.111,0,0.106,0.333,130.103,166154,4
College Boy Jesse,Catching Up,0.752,0.773,0,-6.448,1,0.0573,0.152,0,0.232,0.961,114.984,185739,4
Popcaan,Only Man She Want,0.521,0.82,6,-6.028,1,0.293,0.367,0,0.124,0.761,135.883,205560,5
Mavado,Give It All To Me,0.477,0.707,7,-5.567,1,0.342,0.0158,0,0.129,0.415,97.143,214227,4
DJ CHEEM,Cook Food,0.94,0.705,11,-5.671,0,0.156,0.12,0.000736,0.1,0.325,129.973,164849,4
Charly Black,You're Perfect,0.817,0.855,7,-3.282,0,0.244,0.318,0,0.0517,0.783,104.909,196973,4
Nickodan,Who Dat Dion,0.671,0.721,10,-4.961,0,0.312,0.128,0,0.0605,0.579,133.432,182399,5
Nailah Blackman,Badishh,0.682,0.889,11,-3.038,0,0.0365,0.0282,1.14e-05,0.146,0.583,109.983,156856,4
Bunji Garlin,Jumbo Jet,0.741,0.893,11,-4.69,0,0.227,0.285,0,0.0823,0.887,133.865,173187,4
Shakerhd Productions,Imaginary Love,0.929,0.571,5,-7.584,0,0.252,0.108,0,0.127,0.888,105.007,186932,4
Timaya,Sanko - Remix,0.826,0.791,5,-5.067,1,0.0871,0.0842,0.000151,0.0839,0.972,102.974,195728,4
DJ Private Ryan,Whole Day,0.873,0.818,0,-4.466,1,0.0554,0.387,0,0.348,0.769,104.025,194712,4
Stadic,Kasandra,0.766,0.916,0,-4.01,1,0.0591,0.108,0,0.0641,0.892,100.013,157200,4
Machel Montano,10 Outta 10,0.573,0.906,2,-5.586,1,0.29,0.174,0,0.306,0.405,143.185,140174,5
Chi Ching Ching,Vaccine,0.547,0.885,0,-2.013,1,0.306,0.0664,1.69e-05,0.339,0.69,103.114,168932,4
Kerwin Du Bois,We Ha Ting,0.815,0.719,9,-6.526,0,0.188,0.524,0,0.157,0.511,106.938,201869,4
Nadia Batson,Counting My Blessings,0.742,0.822,9,-3.973,1,0.119,0.181,0,0.108,0.847,105.947,185693,4
Skinny Fabulous,Party Nice,0.841,0.736,0,-4.776,1,0.0753,0.133,0,0.245,0.624,100.007,177659,4
King Bubba Fm,Ride It,0.91,0.907,1,-3.813,1,0.185,0.00132,0,0.0685,0.666,134.017,166661,4
Machel Montano,Carnival,0.82,0.95,2,-3.617,1,0.0668,0.0149,0,0.111,0.945,150.024,227213,4
Hypasounds,Feeling Wotless Now - Instrumental,0.776,0.928,1,-4.979,1,0.0398,0.00356,0.829,0.164,0.677,138.02,171630,4
Akon,Intocable,0.799,0.799,9,-5.238,0,0.246,0.124,4.42e-06,0.206,0.763,104.936,207673,4
Machel Montano,Boss Wine,0.918,0.892,0,-3.583,1,0.0555,0.0435,0,0.11,0.34,110.016,174545,4
Skinny Fabulous,Blinkin Bad,0.589,0.814,1,-3.545,0,0.173,0.253,0,0.26,0.58,130.013,188050,4
Hypasounds,Feeling Wotless Now,0.689,0.881,10,-4.073,1,0.0431,0.023,0.000487,0.169,0.731,137.978,171630,4
Officially Legal,Mr & Mrs Brown Skin,0.786,0.45,11,-9.726,0,0.0528,0.143,0.00835,0.0974,0.688,76.021,180048,4
Amptone,Roll It,0.762,0.953,0,-4.682,1,0.0509,0.02,0.00197,0.202,0.549,111.979,175714,4
Amptone,Fetein Champion,0.906,0.826,0,-5.338,1,0.205,0.34,0,0.133,0.943,127.897,183125,4
Marzville,Walk and Whine,0.885,0.894,7,-5.348,1,0.0509,0.0295,0,0.0497,0.761,128.017,172500,4
Marzville,J.A.N.E,0.844,0.902,9,-4.471,1,0.108,0.169,0,0.157,0.796,114.988,173128,4
Miguel Maestre,Fete Ete,0.86,0.826,10,-5.632,1,0.131,0.174,0,0.091,0.894,119.984,187207,4
Byron Lee & The Dragonaires,Tiney Winey,0.825,0.912,0,-4.175,1,0.0346,0.00359,0.008,0.0534,0.971,115.669,298307,4
Don Omar,Danza Kuduro,0.4,0.915,0,-4.89,1,0.28,0.0846,0,0.0503,0.878,88.917,198773,3
Skinny Fabulous,John Wick,0.646,0.949,0,-2.951,0,0.325,0.305,0,0.312,0.826,157.674,186835,4
Viking Ding Dong,Bend,0.778,0.893,4,-5.161,1,0.148,0.059,0.0298,0.149,0.659,155.011,176520,4
Mical Teja,Time Away,0.825,0.657,8,-6.735,1,0.0855,0.111,2.52e-06,0.0992,0.63,112.107,199925,4
Turner,Music Celebration,0.697,0.943,0,-4.034,1,0.0662,0.179,0,0.14,0.868,105.975,178868,4
Zamoni,Backway,0.715,0.848,5,-5.044,1,0.168,0.324,0.000818,0.175,0.561,74.94,155503,4
Pupa Curly,Going Back Home,0.819,0.941,0,-2.84,1,0.132,0.257,0,0.148,0.83,127.006,228493,4
Wetty Beatz,Mas in Style,0.763,0.853,10,-4.404,1,0.283,0.0639,0,0.0767,0.729,157.987,186840,4
Refugee Sound,"Refugee Sound presents Wyclef Jean and King Bubba FM ""Dog Bite""",0.851,0.895,0,-4.421,1,0.162,0.0687,0,0.242,0.849,125.978,170469,4
Ketchup,Pam Pam,0.802,0.702,0,-3.995,1,0.238,0.0461,0.00367,0.0864,0.915,101.453,190027,4
Patrice Roberts,Hard on Me,0.75,0.851,6,-4.369,1,0.0616,0.17,0,0.103,0.905,111.957,148393,4
